Data	Ora	NumAcq	Secondi	Canale_1	Canale_2	Canale_3	Canale_4	Canale_5	Canale_6	Canale_7	Canale_8	TEMP	RH%	Vh1	Vh2	Vh3	Vh4	Vh5	Vh6	Vh7	Vh8	ih1	ih2	ih3	ih4	ih5	ih6	ih7	ih8	Rh1	Rh2	Rh3	Rh4	Rh5	Rh6	Rh7	Rh8
26/03/25	10:22:56	1	5	2.993	0.880	11.644	2.189	1.695	4.505	1.767	1.979	25.613	1.986	3.270	3.310	0.000	3.370	3.390	3.080	3.270	3.220	0.140	0.146	0.000	0.163	0.143	0.152	0.145	0.140	23.357	22.671	NaN	20.675	23.706	20.263	22.552	23.000
26/03/25	10:23:01	2	10	2.994	0.880	11.652	2.189	1.692	4.505	1.767	1.979	26.038	2.000	3.270	3.310	0.000	3.370	3.390	3.080	3.270	3.220	0.140	0.146	0.000	0.163	0.143	0.152	0.145	0.140	23.357	22.671	NaN	20.675	23.706	20.263	22.552	23.000
26/03/25	10:23:06	3	15	2.993	0.880	11.663	2.189	1.702	4.505	1.767	1.979	25.613	1.987	3.270	3.310	0.000	3.370	3.390	3.080	3.270	3.220	0.140	0.146	0.000	0.163	0.143	0.152	0.145	0.140	23.357	22.671	NaN	20.675	23.706	20.263	22.552	23.000
26/03/25	10:23:11	4	20	2.992	0.880	11.660	2.189	1.693	4.505	1.767	1.979	26.042	2.000	3.270	3.310	0.000	3.370	3.400	3.080	3.270	3.210	0.140	0.146	0.000	0.163	0.143	0.152	0.144	0.140	23.357	22.671	NaN	20.675	23.776	20.263	22.708	22.929
26/03/25	10:23:16	5	25	2.993	0.880	11.667	2.189	1.693	4.504	1.767	1.979	25.612	1.999	3.270	3.310	0.000	3.370	3.400	3.080	3.270	3.220	0.140	0.147	0.000	0.163	0.143	0.152	0.144	0.140	23.357	22.517	NaN	20.675	23.776	20.263	22.708	23.000
26/03/25	10:23:21	6	30	2.991	0.880	11.663	2.189	1.692	4.503	1.767	1.979	26.038	2.012	3.270	3.310	0.000	3.370	3.400	3.080	3.270	3.220	0.140	0.147	0.000	0.163	0.143	0.152	0.145	0.140	23.357	22.517	NaN	20.675	23.776	20.263	22.552	23.000
26/03/25	10:23:26	7	35	2.990	0.879	11.664	2.189	1.690	4.503	1.767	1.979	26.041	1.967	3.270	3.310	0.000	3.370	3.400	3.080	3.270	3.210	0.140	0.146	0.000	0.163	0.143	0.152	0.144	0.140	23.357	22.671	NaN	20.675	23.776	20.263	22.708	22.929
26/03/25	10:23:31	8	40	2.990	0.879	11.666	2.189	1.687	4.502	1.767	1.979	25.611	2.007	3.270	3.310	0.000	3.370	3.390	3.080	3.270	3.220	0.140	0.146	0.000	0.163	0.143	0.152	0.144	0.140	23.357	22.671	NaN	20.675	23.706	20.263	22.708	23.000
26/03/25	10:23:36	9	45	2.990	0.879	11.660	2.189	1.687	4.502	1.767	1.979	25.611	2.006	3.270	3.310	0.000	3.370	3.400	3.070	3.270	3.220	0.140	0.147	0.000	0.163	0.143	0.152	0.144	0.140	23.357	22.517	NaN	20.675	23.776	20.197	22.708	23.000
26/03/25	10:23:41	10	50	2.988	0.879	11.657	2.189	1.687	4.502	1.767	1.979	25.611	2.014	3.270	3.310	0.000	3.370	3.390	3.080	3.270	3.220	0.140	0.146	0.000	0.163	0.142	0.152	0.144	0.140	23.357	22.671	NaN	20.675	23.873	20.263	22.708	23.000
26/03/25	10:23:46	11	55	2.990	0.879	11.662	2.189	1.682	4.502	1.767	1.979	25.611	2.006	3.270	3.310	0.000	3.370	3.390	3.070	3.270	3.220	0.140	0.147	0.000	0.163	0.142	0.152	0.144	0.140	23.357	22.517	NaN	20.675	23.873	20.197	22.708	23.000
26/03/25	10:23:51	12	60	2.989	0.879	11.658	2.189	1.685	4.502	1.767	1.979	25.610	2.017	3.270	3.310	0.000	3.370	3.390	3.080	3.270	3.220	0.140	0.146	0.000	0.163	0.143	0.152	0.144	0.140	23.357	22.671	NaN	20.675	23.706	20.263	22.708	23.000
26/03/25	10:23:56	13	65	2.989	0.879	11.650	2.189	1.684	4.501	1.767	1.979	26.038	1.976	3.270	3.310	0.000	3.370	3.400	3.070	3.270	3.220	0.140	0.147	0.000	0.163	0.142	0.152	0.144	0.140	23.357	22.517	NaN	20.675	23.944	20.197	22.708	23.000
26/03/25	10:24:01	14	70	2.989	0.879	11.631	2.189	1.685	4.502	1.767	1.979	25.610	1.970	3.270	3.310	0.000	3.370	3.390	3.080	3.270	3.220	0.140	0.147	0.000	0.163	0.143	0.152	0.144	0.140	23.357	22.517	NaN	20.675	23.706	20.263	22.708	23.000
26/03/25	10:24:06	15	75	2.990	0.878	11.646	2.189	1.686	4.501	1.767	1.979	26.035	2.002	3.270	3.310	0.000	3.370	3.400	3.080	3.270	3.210	0.140	0.147	0.000	0.163	0.143	0.152	0.144	0.140	23.357	22.517	NaN	20.675	23.776	20.263	22.708	22.929
26/03/25	10:24:11	16	80	2.990	0.878	11.658	2.189	1.688	4.501	1.767	1.979	26.036	1.977	3.270	3.310	0.000	3.370	3.400	3.080	3.270	3.220	0.140	0.146	0.000	0.163	0.143	0.152	0.144	0.140	23.357	22.671	NaN	20.675	23.776	20.263	22.708	23.000
26/03/25	10:24:16	17	85	2.988	0.878	11.662	2.190	1.686	4.499	1.767	1.979	25.610	2.000	3.270	3.310	0.000	3.370	3.400	3.070	3.270	3.220	0.140	0.146	0.000	0.163	0.142	0.152	0.145	0.140	23.357	22.671	NaN	20.675	23.944	20.197	22.552	23.000
26/03/25	10:24:21	18	90	2.988	0.878	11.664	2.190	1.686	4.499	1.767	1.979	25.610	1.982	3.270	3.310	0.000	3.370	3.400	3.070	3.270	3.220	0.140	0.146	0.000	0.163	0.143	0.152	0.144	0.140	23.357	22.671	NaN	20.675	23.776	20.197	22.708	23.000
26/03/25	10:24:26	19	95	2.988	0.878	11.667	2.190	1.693	4.499	1.767	1.979	25.609	2.008	3.270	3.310	0.000	3.370	3.390	3.080	3.270	3.220	0.140	0.146	0.000	0.163	0.143	0.152	0.144	0.140	23.357	22.671	NaN	20.675	23.706	20.263	22.708	23.000
26/03/25	10:24:31	20	100	2.989	0.878	11.653	2.190	1.687	4.499	1.767	1.979	25.610	1.987	3.270	3.310	0.000	3.370	3.400	3.080	3.270	3.220	0.140	0.146	0.000	0.163	0.142	0.152	0.145	0.140	23.357	22.671	NaN	20.675	23.944	20.263	22.552	23.000
26/03/25	10:24:36	21	105	2.989	0.878	11.655	2.190	1.695	4.499	1.767	1.979	25.610	2.002	3.270	3.310	0.000	3.370	3.400	3.080	3.270	3.220	0.140	0.147	0.000	0.163	0.143	0.152	0.145	0.140	23.357	22.517	NaN	20.675	23.776	20.263	22.552	23.000
26/03/25	10:24:41	22	110	2.987	0.878	11.635	2.190	1.698	4.499	1.767	1.979	25.610	1.987	3.270	3.310	0.000	3.370	3.390	3.080	3.270	3.220	0.140	0.146	0.000	0.163	0.142	0.152	0.145	0.140	23.357	22.671	NaN	20.675	23.873	20.263	22.552	23.000
26/03/25	10:24:46	23	115	2.987	0.878	11.636	2.190	1.701	4.498	1.767	1.979	25.610	1.987	3.270	3.310	0.000	3.370	3.390	3.070	3.270	3.220	0.140	0.147	0.000	0.163	0.143	0.152	0.144	0.140	23.357	22.517	NaN	20.675	23.706	20.197	22.708	23.000
26/03/25	10:24:51	24	120	2.988	0.878	11.659	2.190	1.696	4.498	1.767	1.979	25.610	1.961	3.270	3.310	0.000	3.370	3.400	3.080	3.280	3.220	0.140	0.147	0.000	0.163	0.143	0.152	0.144	0.140	23.357	22.517	NaN	20.675	23.776	20.263	22.778	23.000
26/03/25	10:24:56	25	125	2.988	0.878	11.663	2.190	1.696	4.499	1.767	1.979	25.610	2.010	3.270	3.310	0.000	3.370	3.390	3.070	3.270	3.220	0.140	0.147	0.000	0.163	0.143	0.152	0.144	0.140	23.357	22.517	NaN	20.675	23.706	20.197	22.708	23.000
