Data	Ora	NumAcq	Secondi	Canale_1	Canale_2	Canale_3	Canale_4	Canale_5	Canale_6	Canale_7	Canale_8	TEMP	RH%	Vh1	Vh2	Vh3	Vh4	Vh5	Vh6	Vh7	Vh8	ih1	ih2	ih3	ih4	ih5	ih6	ih7	ih8	Rh1	Rh2	Rh3	Rh4	Rh5	Rh6	Rh7	Rh8
17/03/25	13:19:30	1	5	0.287	1.069	11.655	6.758	6.361	0.510	6.890	7.817	28.190	2.152	4.430	4.540	0.000	4.470	4.580	4.170	4.450	4.400	0.160	0.169	0.000	0.182	0.163	0.174	0.166	0.162	27.687	26.864	NaN	24.560	28.098	23.966	26.807	27.160
17/03/25	13:19:35	2	10	0.287	1.069	11.653	6.758	6.344	0.509	6.890	7.817	28.192	2.140	4.430	4.540	0.000	4.470	4.580	4.170	4.450	4.400	0.160	0.169	0.000	0.182	0.163	0.174	0.166	0.162	27.687	26.864	NaN	24.560	28.098	23.966	26.807	27.160
17/03/25	13:19:40	3	15	0.287	1.070	11.658	6.758	6.360	0.509	6.891	7.818	28.193	2.133	4.430	4.540	0.000	4.470	4.580	4.170	4.450	4.400	0.161	0.169	0.000	0.182	0.163	0.174	0.166	0.162	27.516	26.864	NaN	24.560	28.098	23.966	26.807	27.160
17/03/25	13:19:45	4	20	0.286	1.070	11.659	6.758	6.361	0.508	6.891	7.818	28.194	2.144	4.430	4.540	0.000	4.470	4.580	4.170	4.450	4.400	0.161	0.169	0.000	0.182	0.163	0.174	0.166	0.162	27.516	26.864	NaN	24.560	28.098	23.966	26.807	27.160
17/03/25	13:19:50	5	25	0.286	1.070	11.655	6.758	6.364	0.507	6.892	7.819	28.196	2.138	4.430	4.540	0.000	4.470	4.580	4.170	4.450	4.400	0.160	0.169	0.000	0.182	0.163	0.174	0.166	0.162	27.687	26.864	NaN	24.560	28.098	23.966	26.807	27.160
17/03/25	13:19:55	6	30	0.286	1.071	11.659	6.758	6.351	0.507	6.892	7.819	28.197	2.148	4.430	4.540	0.000	4.470	4.580	4.170	4.450	4.400	0.161	0.169	0.000	0.183	0.163	0.174	0.166	0.162	27.516	26.864	NaN	24.426	28.098	23.966	26.807	27.160
17/03/25	13:20:00	7	35	0.286	1.071	11.653	6.758	6.370	0.506	6.893	7.819	28.199	2.155	4.430	4.540	0.000	4.470	4.580	4.170	4.450	4.390	0.160	0.169	0.000	0.182	0.163	0.174	0.166	0.162	27.687	26.864	NaN	24.560	28.098	23.966	26.807	27.099
17/03/25	13:20:05	8	40	0.285	1.071	11.654	6.758	6.343	0.506	6.894	7.820	28.201	2.142	4.430	4.540	0.000	4.470	4.580	4.170	4.450	4.400	0.160	0.169	0.000	0.182	0.163	0.174	0.166	0.162	27.687	26.864	NaN	24.560	28.098	23.966	26.807	27.160
17/03/25	13:20:10	9	45	0.285	1.072	11.659	6.758	6.347	0.505	6.894	7.820	28.202	2.124	4.430	4.540	0.000	4.470	4.580	4.170	4.450	4.400	0.160	0.169	0.000	0.183	0.163	0.174	0.166	0.162	27.687	26.864	NaN	24.426	28.098	23.966	26.807	27.160
17/03/25	13:20:15	10	50	0.285	1.072	11.660	6.758	6.319	0.505	6.895	7.821	28.203	2.146	4.430	4.540	0.000	4.470	4.580	4.170	4.450	4.400	0.160	0.169	0.000	0.183	0.163	0.174	0.166	0.162	27.687	26.864	NaN	24.426	28.098	23.966	26.807	27.160
