Data	Ora	NumAcq	Secondi	Canale_1	Canale_2	Canale_3	Canale_4	Canale_5	Canale_6	Canale_7	Canale_8	TEMP	RH%	Vh1	Vh2	Vh3	Vh4	Vh5	Vh6	Vh7	Vh8	ih1	ih2	ih3	ih4	ih5	ih6	ih7	ih8	Rh1	Rh2	Rh3	Rh4	Rh5	Rh6	Rh7	Rh8
10/04/25	09:00:44	1	5	0.155	1.597	11.664	4.131	3.687	0.491	3.947	4.517	27.493	1.951	3.840	3.910	0.000	3.920	4.010	3.640	3.860	3.820	0.151	0.158	0.000	0.174	0.154	0.164	0.156	0.152	25.430	24.747	NaN	22.529	26.039	22.195	24.744	25.132
10/04/25	09:00:49	2	10	0.155	1.596	11.657	4.131	3.688	0.491	3.947	4.517	27.055	1.901	3.840	3.910	0.000	3.920	4.010	3.640	3.860	3.820	0.151	0.158	0.000	0.174	0.154	0.164	0.156	0.152	25.430	24.747	NaN	22.529	26.039	22.195	24.744	25.132
10/04/25	09:00:54	3	15	0.155	1.596	11.660	4.131	3.687	0.491	3.947	4.517	27.057	1.969	3.840	3.910	0.000	3.920	4.010	3.640	3.860	3.820	0.151	0.158	0.000	0.174	0.154	0.164	0.156	0.152	25.430	24.747	NaN	22.529	26.039	22.195	24.744	25.132
10/04/25	09:00:59	4	20	0.155	1.597	11.659	4.131	3.688	0.491	3.947	4.517	27.057	1.942	3.840	3.910	0.000	3.920	4.010	3.640	3.860	3.820	0.151	0.158	0.000	0.174	0.154	0.164	0.156	0.152	25.430	24.747	NaN	22.529	26.039	22.195	24.744	25.132
10/04/25	09:01:04	5	25	0.155	1.596	11.656	4.131	3.692	0.491	3.947	4.517	27.059	1.958	3.840	3.910	0.000	3.920	4.010	3.640	3.860	3.810	0.151	0.158	0.000	0.174	0.154	0.164	0.156	0.152	25.430	24.747	NaN	22.529	26.039	22.195	24.744	25.066
10/04/25	09:01:09	6	30	0.155	1.596	11.666	4.131	3.691	0.491	3.947	4.517	27.059	1.948	3.840	3.910	0.000	3.920	4.010	3.640	3.860	3.820	0.151	0.158	0.000	0.174	0.154	0.164	0.156	0.152	25.430	24.747	NaN	22.529	26.039	22.195	24.744	25.132
10/04/25	09:01:14	7	35	0.155	1.596	11.662	4.131	3.690	0.491	3.947	4.517	27.060	1.949	3.840	3.910	0.000	3.920	4.010	3.640	3.860	3.820	0.151	0.158	0.000	0.174	0.154	0.164	0.156	0.152	25.430	24.747	NaN	22.529	26.039	22.195	24.744	25.132
10/04/25	09:01:19	8	40	0.155	1.596	11.657	4.131	3.691	0.491	3.947	4.517	27.060	1.998	3.840	3.910	0.000	3.920	4.010	3.640	3.860	3.810	0.151	0.158	0.000	0.174	0.154	0.164	0.156	0.152	25.430	24.747	NaN	22.529	26.039	22.195	24.744	25.066
10/04/25	09:01:24	9	45	0.155	1.596	11.667	4.131	3.698	0.490	3.947	4.517	27.062	1.974	3.840	3.910	0.000	3.920	4.010	3.640	3.860	3.820	0.151	0.158	0.000	0.174	0.154	0.164	0.156	0.152	25.430	24.747	NaN	22.529	26.039	22.195	24.744	25.132
10/04/25	09:01:29	10	50	0.155	1.596	11.643	4.131	3.698	0.490	3.947	4.517	27.498	1.936	3.840	3.910	0.000	3.920	4.010	3.640	3.860	3.820	0.151	0.158	0.000	0.174	0.154	0.164	0.156	0.152	25.430	24.747	NaN	22.529	26.039	22.195	24.744	25.132
10/04/25	09:01:34	11	55	0.155	1.596	11.659	4.131	3.694	0.490	3.947	4.517	27.061	1.941	3.840	3.910	0.000	3.920	4.010	3.640	3.860	3.820	0.151	0.158	0.000	0.174	0.154	0.164	0.156	0.152	25.430	24.747	NaN	22.529	26.039	22.195	24.744	25.132
10/04/25	09:01:39	12	60	0.155	1.596	11.662	4.131	3.704	0.490	3.947	4.517	27.062	1.930	3.840	3.910	0.000	3.920	4.010	3.640	3.860	3.820	0.151	0.158	0.000	0.174	0.154	0.164	0.156	0.152	25.430	24.747	NaN	22.529	26.039	22.195	24.744	25.132
10/04/25	09:01:44	13	65	0.155	1.596	11.649	4.131	3.703	0.490	3.947	4.517	27.062	1.980	3.840	3.910	0.000	3.920	4.010	3.640	3.860	3.820	0.151	0.158	0.000	0.174	0.154	0.164	0.156	0.152	25.430	24.747	NaN	22.529	26.039	22.195	24.744	25.132
10/04/25	09:01:49	14	70	0.155	1.596	11.668	4.131	3.697	0.490	3.947	4.517	27.062	1.932	3.840	3.910	0.000	3.920	4.010	3.640	3.860	3.820	0.151	0.158	0.000	0.174	0.154	0.164	0.156	0.152	25.430	24.747	NaN	22.529	26.039	22.195	24.744	25.132
10/04/25	09:01:54	15	75	0.155	1.596	11.654	4.131	3.692	0.490	3.947	4.517	27.062	1.952	3.840	3.910	0.000	3.920	4.010	3.640	3.860	3.820	0.151	0.158	0.000	0.174	0.154	0.164	0.156	0.152	25.430	24.747	NaN	22.529	26.039	22.195	24.744	25.132
10/04/25	09:01:59	16	80	0.155	1.595	11.656	4.131	3.694	0.490	3.947	4.517	27.064	1.941	3.840	3.910	0.000	3.920	4.010	3.640	3.860	3.810	0.151	0.158	0.000	0.174	0.154	0.164	0.156	0.152	25.430	24.747	NaN	22.529	26.039	22.195	24.744	25.066
10/04/25	09:02:04	17	85	0.155	1.595	11.668	4.131	3.697	0.490	3.947	4.517	27.065	1.956	3.840	3.910	0.000	3.920	4.010	3.640	3.860	3.820	0.151	0.158	0.000	0.174	0.154	0.164	0.156	0.152	25.430	24.747	NaN	22.529	26.039	22.195	24.744	25.132
10/04/25	09:02:09	18	90	0.155	1.595	11.635	4.131	3.692	0.490	3.947	4.517	27.066	1.959	3.840	3.910	0.000	3.920	4.010	3.640	3.860	3.810	0.151	0.158	0.000	0.174	0.154	0.164	0.156	0.152	25.430	24.747	NaN	22.529	26.039	22.195	24.744	25.066
10/04/25	09:02:14	19	95	0.155	1.595	11.666	4.131	3.697	0.490	3.947	4.518	27.066	1.956	3.840	3.910	0.000	3.920	4.010	3.640	3.860	3.820	0.151	0.158	0.000	0.174	0.154	0.164	0.156	0.152	25.430	24.747	NaN	22.529	26.039	22.195	24.744	25.132
10/04/25	09:02:19	20	100	0.155	1.594	11.661	4.131	3.697	0.490	3.947	4.518	27.508	1.929	3.840	3.910	0.000	3.920	4.010	3.640	3.860	3.820	0.151	0.158	0.000	0.174	0.154	0.164	0.156	0.152	25.430	24.747	NaN	22.529	26.039	22.195	24.744	25.132
10/04/25	09:02:24	21	105	0.155	1.594	11.633	4.131	3.696	0.490	3.947	4.518	27.067	1.920	3.840	3.910	0.000	3.920	4.010	3.640	3.860	3.820	0.151	0.158	0.000	0.174	0.154	0.164	0.156	0.152	25.430	24.747	NaN	22.529	26.039	22.195	24.744	25.132
10/04/25	09:02:29	22	110	0.154	1.593	11.664	4.131	3.691	0.490	3.948	4.518	27.066	1.996	3.840	3.910	0.000	3.920	4.010	3.640	3.860	3.820	0.151	0.158	0.000	0.174	0.154	0.164	0.156	0.152	25.430	24.747	NaN	22.529	26.039	22.195	24.744	25.132
10/04/25	09:02:34	23	115	0.154	1.593	11.660	4.131	3.696	0.490	3.948	4.518	27.067	1.897	3.840	3.910	0.000	3.920	4.010	3.640	3.860	3.820	0.151	0.158	0.000	0.174	0.154	0.164	0.156	0.152	25.430	24.747	NaN	22.529	26.039	22.195	24.744	25.132
10/04/25	09:02:39	24	120	0.154	1.593	11.642	4.131	3.697	0.490	3.948	4.518	27.067	1.922	3.840	3.910	0.000	3.920	4.010	3.640	3.860	3.820	0.151	0.158	0.000	0.174	0.154	0.164	0.156	0.152	25.430	24.747	NaN	22.529	26.039	22.195	24.744	25.132
10/04/25	09:02:44	25	125	0.154	1.593	11.666	4.131	3.700	0.490	3.948	4.518	27.506	1.966	3.840	3.910	0.000	3.920	4.010	3.640	3.860	3.820	0.151	0.158	0.000	0.174	0.154	0.164	0.156	0.152	25.430	24.747	NaN	22.529	26.039	22.195	24.744	25.132
10/04/25	09:02:49	26	130	0.154	1.593	11.657	4.131	3.698	0.490	3.948	4.518	27.504	1.973	3.840	3.910	0.000	3.920	4.010	3.640	3.860	3.820	0.151	0.158	0.000	0.174	0.154	0.164	0.156	0.152	25.430	24.747	NaN	22.529	26.039	22.195	24.744	25.132
10/04/25	09:02:54	27	135	0.154	1.593	11.650	4.131	3.703	0.489	3.948	4.518	27.504	1.951	3.840	3.910	0.000	3.920	4.010	3.640	3.860	3.820	0.151	0.158	0.000	0.174	0.154	0.164	0.156	0.152	25.430	24.747	NaN	22.529	26.039	22.195	24.744	25.132
10/04/25	09:02:59	28	140	0.154	1.592	11.665	4.131	3.697	0.489	3.948	4.518	27.064	1.949	3.840	3.910	0.000	3.920	4.010	3.640	3.860	3.820	0.151	0.158	0.000	0.174	0.154	0.164	0.156	0.152	25.430	24.747	NaN	22.529	26.039	22.195	24.744	25.132
10/04/25	09:03:04	29	145	0.154	1.592	11.655	4.131	3.696	0.489	3.948	4.518	27.504	1.911	3.840	3.910	0.000	3.920	4.010	3.640	3.860	3.820	0.151	0.158	0.000	0.174	0.154	0.164	0.156	0.152	25.430	24.747	NaN	22.529	26.039	22.195	24.744	25.132
