Data	Ora	NumAcq	Secondi	Canale_1	Canale_2	Canale_3	Canale_4	Canale_5	Canale_6	Canale_7	Canale_8	TEMP	RH%	Vh1	Vh2	Vh3	Vh4	Vh5	Vh6	Vh7	Vh8	ih1	ih2	ih3	ih4	ih5	ih6	ih7	ih8	Rh1	Rh2	Rh3	Rh4	Rh5	Rh6	Rh7	Rh8
19/03/25	10:31:59	1	5	0.169	0.244	11.664	4.188	3.636	0.300	3.923	4.340	27.411	2.040	3.820	3.890	0.000	3.930	3.980	3.620	3.840	3.780	0.151	0.158	0.000	0.174	0.153	0.164	0.156	0.151	25.298	24.620	NaN	22.586	26.013	22.073	24.615	25.033
19/03/25	10:32:04	2	10	0.169	0.244	11.662	4.188	3.634	0.300	3.923	4.340	26.973	1.989	3.820	3.890	0.000	3.930	3.980	3.620	3.840	3.790	0.151	0.158	0.000	0.174	0.153	0.164	0.156	0.151	25.298	24.620	NaN	22.586	26.013	22.073	24.615	25.099
19/03/25	10:32:09	3	15	0.169	0.244	11.655	4.188	3.638	0.300	3.923	4.340	26.974	2.027	3.820	3.890	0.000	3.930	3.980	3.620	3.840	3.780	0.151	0.158	0.000	0.174	0.153	0.164	0.156	0.151	25.298	24.620	NaN	22.586	26.013	22.073	24.615	25.033
19/03/25	10:32:14	4	20	0.169	0.244	11.644	4.188	3.640	0.300	3.923	4.340	26.974	1.977	3.820	3.890	0.000	3.930	3.980	3.620	3.840	3.790	0.151	0.158	0.000	0.174	0.153	0.164	0.156	0.151	25.298	24.620	NaN	22.586	26.013	22.073	24.615	25.099
19/03/25	10:32:19	5	25	0.169	0.244	11.645	4.188	3.639	0.300	3.923	4.340	26.973	2.038	3.820	3.890	0.000	3.930	3.980	3.620	3.840	3.780	0.151	0.158	0.000	0.174	0.153	0.164	0.156	0.151	25.298	24.620	NaN	22.586	26.013	22.073	24.615	25.033
19/03/25	10:32:24	6	30	0.169	0.244	11.639	4.188	3.647	0.300	3.923	4.340	26.974	1.999	3.820	3.890	0.000	3.930	3.980	3.620	3.840	3.790	0.151	0.158	0.000	0.174	0.153	0.164	0.156	0.151	25.298	24.620	NaN	22.586	26.013	22.073	24.615	25.099
19/03/25	10:32:29	7	35	0.169	0.244	11.631	4.188	3.645	0.300	3.923	4.340	27.406	2.026	3.820	3.890	0.000	3.930	3.980	3.620	3.840	3.790	0.150	0.158	0.000	0.174	0.153	0.164	0.156	0.151	25.467	24.620	NaN	22.586	26.013	22.073	24.615	25.099
19/03/25	10:32:34	8	40	0.169	0.244	11.635	4.188	3.638	0.299	3.923	4.340	26.974	2.060	3.820	3.890	0.000	3.930	3.980	3.620	3.840	3.790	0.150	0.158	0.000	0.174	0.153	0.164	0.156	0.152	25.467	24.620	NaN	22.586	26.013	22.073	24.615	24.934
19/03/25	10:32:39	9	45	0.169	0.244	11.658	4.188	3.639	0.299	3.923	4.340	26.974	1.994	3.820	3.890	0.000	3.930	3.980	3.620	3.840	3.790	0.150	0.158	0.000	0.174	0.153	0.164	0.156	0.152	25.467	24.620	NaN	22.586	26.013	22.073	24.615	24.934
19/03/25	10:32:44	10	50	0.169	0.244	11.660	4.188	3.635	0.299	3.923	4.340	26.975	2.040	3.820	3.890	0.000	3.930	3.980	3.620	3.840	3.790	0.151	0.158	0.000	0.174	0.153	0.164	0.156	0.151	25.298	24.620	NaN	22.586	26.013	22.073	24.615	25.099
19/03/25	10:32:49	11	55	0.169	0.244	11.654	4.188	3.631	0.299	3.923	4.340	26.974	2.030	3.820	3.890	0.000	3.930	3.980	3.620	3.840	3.790	0.151	0.158	0.000	0.174	0.153	0.164	0.156	0.151	25.298	24.620	NaN	22.586	26.013	22.073	24.615	25.099
19/03/25	10:32:54	12	60	0.169	0.244	11.655	4.188	3.639	0.299	3.923	4.340	26.974	1.996	3.820	3.890	0.000	3.930	3.980	3.620	3.840	3.790	0.150	0.158	0.000	0.174	0.153	0.164	0.156	0.152	25.467	24.620	NaN	22.586	26.013	22.073	24.615	24.934
19/03/25	10:32:59	13	65	0.169	0.244	11.658	4.188	3.647	0.299	3.923	4.340	26.975	2.048	3.820	3.890	0.000	3.930	3.980	3.620	3.840	3.790	0.150	0.158	0.000	0.174	0.153	0.164	0.156	0.152	25.467	24.620	NaN	22.586	26.013	22.073	24.615	24.934
19/03/25	10:33:04	14	70	0.169	0.244	11.661	4.188	3.649	0.299	3.923	4.340	26.975	2.034	3.820	3.890	0.000	3.930	3.980	3.620	3.840	3.790	0.150	0.158	0.000	0.174	0.153	0.164	0.156	0.151	25.467	24.620	NaN	22.586	26.013	22.073	24.615	25.099
19/03/25	10:33:09	15	75	0.169	0.244	11.663	4.188	3.650	0.299	3.923	4.340	26.975	2.037	3.820	3.890	0.000	3.930	3.980	3.620	3.840	3.780	0.151	0.158	0.000	0.174	0.153	0.164	0.156	0.151	25.298	24.620	NaN	22.586	26.013	22.073	24.615	25.033
19/03/25	10:33:14	16	80	0.169	0.244	11.663	4.188	3.655	0.299	3.923	4.340	27.411	2.005	3.820	3.890	0.000	3.930	3.980	3.620	3.840	3.790	0.151	0.158	0.000	0.174	0.153	0.164	0.156	0.151	25.298	24.620	NaN	22.586	26.013	22.073	24.615	25.099
19/03/25	10:33:19	17	85	0.169	0.244	11.655	4.188	3.643	0.299	3.923	4.340	26.976	2.052	3.820	3.890	0.000	3.930	3.980	3.620	3.840	3.780	0.151	0.158	0.000	0.174	0.153	0.164	0.156	0.151	25.298	24.620	NaN	22.586	26.013	22.073	24.615	25.033
19/03/25	10:33:24	18	90	0.169	0.244	11.639	4.188	3.636	0.299	3.923	4.340	26.976	2.069	3.820	3.890	0.000	3.930	3.980	3.620	3.840	3.780	0.150	0.158	0.000	0.174	0.153	0.164	0.156	0.151	25.467	24.620	NaN	22.586	26.013	22.073	24.615	25.033
19/03/25	10:33:29	19	95	0.169	0.244	11.655	4.188	3.641	0.299	3.923	4.339	26.976	2.048	3.820	3.890	0.000	3.930	3.980	3.620	3.840	3.790	0.151	0.158	0.000	0.174	0.153	0.164	0.155	0.151	25.298	24.620	NaN	22.586	26.013	22.073	24.774	25.099
